ID,Is_Lead
HXQGBDGY,0.05057040768103338
28HDZICG,0.5765021543748514
GHBPKPJC,0.05322636888182292
FDWZFSSC,0.8400733397887499
FWTIWZF3,0.05221145171659776
JYMHVPMY,0.033348578469571885
AHUDO2T6,0.8429342502245303
ACDHABS3,0.2722943213493476
5NTYJJDV,0.09765401655314307
2M4VPY4V,0.12047810966589365
KAHP9XLF,0.073828551912417
YRLEWZFQ,0.11903365885439504
JZWVLXHJ,0.15255139268697795
JZZSXUKT,0.2683818705631176
93RURE2J,0.8210222260270614
4RNB6FDV,0.19271401329166726
27E7HMMG,0.08984026623474145
2QEFQQWN,0.06050095565651655
DDTCD2XI,0.07755836696503011
VGVEYSEG,0.834163742409505
WCXVE7RK,0.051214659292860856
RTN4R3UE,0.04816314278700875
K2PVS4RB,0.04749195759371728
Q36J686Z,0.0842897039531274
NWKHMEOF,0.12467062735413868
PVJYQQGT,0.292033890721907
GPUMRNWC,0.05082833975676109
LXHCDSVH,0.17872907200993193
BNIUPSVK,0.08538564817229294
FW3QI3WW,0.07345400298434232
IEEUGXMY,0.8605346954614149
FVVXDLBO,0.055917316860359584
UC2JJB6Y,0.07457357438587904
3WPAHP52,0.48614555972176154
HDTCJJOE,0.5155233277974962
UCSB9GKK,0.06339134090276025
HANBFYTH,0.1191496907806253
FLUU2HNV,0.05396317375446
64PIYWDJ,0.1807253786293129
9AHNH8ZX,0.8603920545441409
KLHUI2SE,0.0643670252440571
YRHYUJFW,0.8426081003238883
G5RWWH7F,0.1597207809291933
SCBT9BAX,0.021986960126551866
UGZGLVNB,0.2522738678081152
2RRNUFBV,0.8161814345193917
B6O59TEY,0.4371008247990703
CYHRRYH6,0.05384661890596696
GGYZVHWU,0.07613280182028327
K6AM97RN,0.07308900616522383
ATM5JQYM,0.061712013586893745
7GYZSGWA,0.050350625003174616
DFWUDQCR,0.16559103999813046
E2Z98CR3,0.86560356976242
GD9KTSLY,0.05237000306071085
2AMRA4OD,0.10051289355143048
CFHZ3ZE6,0.4618076637892076
BOMLVM5K,0.05831229205882334
OBBEGBSY,0.4029610072761412
FJEHOK8W,0.04540412062751605
3GMAEVPJ,0.11163887856692577
WAVDLUTH,0.05533478101325366
6EN8GZX6,0.08988661337680671
VXGA3GKB,0.19590510943408512
U4MZ3U8C,0.534396680897617
GU4RDP8S,0.8447341034356306
N3TPNHCD,0.10587330057628183
JRRHWQC8,0.6028230646904128
NZ5GBHZK,0.04898502609572767
LCUC2LAJ,0.838820239926955
DJDSU9D2,0.9629501152018572
647K6DBR,0.06365293956853053
7NFXVESK,0.07377901115316662
EWUWF25N,0.05177122688715788
7QKYPLA8,0.0698705556306102
XQVXWBNO,0.055642229197725046
CNWH4MVA,0.051413927129892546
AFJUJFQD,0.08099295839515597
QKMFDX9H,0.194016400315546
YYMB5QBY,0.07937722319544943
IRY3SEX7,0.2724442808946729
CUAUZJH8,0.17409523844365069
JYFUYQF5,0.3071207123621814
I4NYEDFE,0.5584079877742734
M3RSPRGQ,0.12665120754564096
JIL3KWQN,0.10558820183216336
X4B5ZBWU,0.14038776508715647
AHYTHHSE,0.053980517698904
E7EHQEQK,0.3620418258705492
FAMHAVN3,0.8421693153648457
CCGKCTR6,0.06001529931892851
6DTSELRV,0.05581946181417962
LU8X3G6O,0.3314474670696749
NPFDAUJY,0.0515526793846319
DR9PXCFU,0.02403286352016161
SHVZMWBV,0.08176639577896552
8TGXGZHX,0.21540762796835114
IKRSHJFW,0.18255780837742813
TYKRZDCP,0.4557443409195259
9IDA3L7P,0.08642094591057184
ASOWCMDB,0.0570801737325037
KZ5J2JGC,0.8184602291718726
D5UCFKTV,0.054605993830858776
2N8FFP7W,0.04389252847594043
SA36MTFS,0.03174582398636396
8UDMURUH,0.11551864902372388
7VSQV6QN,0.148068226710739
IFUG9NC5,0.05456132666509607
EQXDLQRG,0.18870579344199995
JAR8YY9J,0.08540450779431978
BS4TAF6M,0.05399278284640137
WQJ9SPT9,0.7902080555432934
7QHT4ON2,0.057483071802562076
FNGPQN7B,0.10870993020905434
DDOMDZRU,0.599816285834882
QYR9HXHP,0.21456212023316068
S4NGXFXY,0.020062027184902145
NOJ2KSCC,0.8335163669226551
ZD2JRUNB,0.41953291045399155
GZIPTSNN,0.0479252769242472
LCFYUVE9,0.8246519575852237
PPANVU9W,0.052435219010347076
DRPV9STB,0.07571106311792924
AFSPF3WZ,0.990437772083599
GPXEUNND,0.8471586771548869
NSADMDSM,0.0625455393154617
CKWJU8RQ,0.5308881477525718
F7MNZSSU,0.05034058175871185
BDGVMPZY,0.5481432464173469
IA3MSRTR,0.08100790139431228
JD3WTPMG,0.2872182297685334
QT6DF6EW,0.8153615145978931
NVDEMCZ2,0.056312800129562246
9B6UTJVT,0.08658094025537343
U6QYES9J,0.023028357080049508
DZQPDSPS,0.14277546169512778
CRGXVSBF,0.8724831791177367
XIHJYS2V,0.6162424773072203
7X2MC5GZ,0.8217674237593416
ZBDVXTM5,0.05196247935183848
UUBQPBR5,0.07196967393226077
CUMZFBTD,0.07837028636856111
E7QXYSQN,0.025244169999466437
6UQAJP48,0.09976986557529136
QHWB768Y,0.055015028299953174
R6RXMXOJ,0.1854377560939907
WXQGZG5K,0.035628951110947084
GCUFKLHG,0.05698894533682718
SJX4372M,0.05432457859163906
VGEAMUZZ,0.10027502642555028
ZWDXVKDF,0.8387901908101808
WGMRCYLR,0.05336176426168266
SI43K5CY,0.09604796562373472
DSNBS2RS,0.14920739086716012
XIMZCKSR,0.34792943364729984
VEW9FXHT,0.02163382821938161
JZJHDDDJ,0.4444629265518222
4TYUR5HA,0.41720861043496726
UHCDFDRX,0.21413475395840098
E5QMOFUM,0.09995709473159
PSNVWDZH,0.06096667181911207
5IQSWONG,0.06398026226231983
CEAZEPY4,0.9837428265881392
2TNRJXRX,0.02456268632418294
BFROCARA,0.048850089044429265
GRTJMRKM,0.019391822674232916
6EDAM4EU,0.10022166787725154
NRDB58KL,0.054050894140745556
TCPJCWZR,0.04666670033972984
KG8LD2BE,0.034141481064106666
FHZ3XFDV,0.10500655782060525
NZKCSDZ4,0.15601768657831183
6DG6KJG4,0.05465328511990742
BVPKDUNU,0.2584769158252926
APR4PQ6X,0.049656547447296105
HPWS8YFG,0.10726579004920343
VRPBGTPU,0.052248146673299904
XBCSX7G7,0.048859324406424515
KEH3G8UA,0.16442311214972744
WXNAVFLT,0.047188559280549526
8J8NJ7M6,0.10366727604707866
D4UW7Y85,0.06338819765389044
SZRESXN7,0.0529571737010382
UUQSXK5T,0.050472133861238305
GPMUKOVY,0.3975429809511089
6FYOKAZ5,0.16298412748623126
ENUB4N9S,0.1868710777088157
KERBCSGE,0.990274687768556
7HTA4C6J,0.8346069229527787
4BTVMT6W,0.057033737515165724
MR3J9USD,0.28087106289466857
7S83FNQW,0.647241942617945
MSOKLC7S,0.02288586363291333
GFMNATHU,0.04146957120427501
NG4ABA6H,0.9549833143068939
3GFHRAQY,0.2919413793337479
BCSGZZPE,0.10499810511475755
PQ9MCGZC,0.09130513452332181
K7N596CG,0.05855099359176971
8RUL6JEE,0.0664403139061831
CVOFJRMP,0.05660589613420159
B4FQX4HG,0.049023182723542565
W7HAQKDV,0.06029701144251416
8C5PKJ7G,0.05777961872529685
E4GQJZSQ,0.05227738676271563
UENREGNV,0.8238657217346876
CC4LYHEW,0.8242372433116104
GDKGLTBT,0.06962172581529348
G3ER8CGX,0.057313091059192016
ZG4KT59X,0.024357798238329113
LW93KJMZ,0.4530605012500377
9AR5FBSQ,0.3224859353547357
FHLWDMRV,0.10220650753902655
EON5DCWD,0.9868928531105743
J8UXTMYV,0.2523848063049537
IXBW5HZH,0.05681029852943164
LDHQB458,0.05892434998887963
GNHTIKF3,0.048602705476696435
8NO22KTE,0.02475425200672176
SGJFSSJK,0.17062052430300478
TD8D3NDD,0.0636161883559088
8RQ27JGU,0.8585409820524099
A8GKBMBO,0.8096046424832063
ODVMNUDE,0.5216783199955967
EA5CRL7L,0.05193444298684373
6UI7RPCH,0.28286700566384293
7BJYM94L,0.05116758087579054
X3PZJF7F,0.41431975249167885
YCSSMPV7,0.4366790358235495
4EV9VXL8,0.3270172588523913
IPNJFQTY,0.19497899618438838
XPWNJRJC,0.03585312963565094
3WHNSBRB,0.18426860955918115
U245YKM8,0.04857456961862097
68EFFKBB,0.8296996810942312
NEUII7AB,0.9746049978401625
F7CSLYWT,0.05896908791413717
5EOMOZHG,0.14697233940793564
6CYUTUFN,0.38148645544867543
K7YUC8LF,0.25783234202785765
LSMCXMXA,0.055209676910788465
AALPBPBP,0.05681371269378767
ZPX6VOH2,0.08326899323113475
CDBFWQGM,0.10268626329960918
JUQ76NJV,0.8519624105308188
QHE7UULR,0.05058031050524112
JRMNMZJA,0.04271356338208043
GZ4EZZFX,0.13003922189549785
9L9JFIAR,0.5323676822867764
GTOE4RN4,0.17103880608657848
CUYE7ST4,0.3144327382683862
FFM6DHEA,0.846279051454
5XUK7XLZ,0.47209117634774767
4HTGJEEZ,0.056364917379991886
RWYBAMRG,0.10423121211299832
RQZGBGGN,0.8451658306491205
ITVSUTU9,0.3253217911370546
6UMDX7NQ,0.4605537978293301
4IVKAFYY,0.507369733864282
ZKYOSQEU,0.5332845160634949
9JYXIDL4,0.98780549585233
XNURWQBT,0.0511322850641014
HVNIJFQC,0.050666019362283286
CGGVBJKZ,0.9892920439553061
JO9DV3NY,0.8627754744406612
EYENUQR9,0.3328218157179132
FPU4ZI8H,0.07051948644405745
2MALVTY4,0.08567960886659834
QN4REV7D,0.05492352891148611
27F5ZEQA,0.07210820873844062
MKJUE4K2,0.1038855459968682
4ECWF4DN,0.05242828150891481
KWBJAQMY,0.04423326826944597
3YAW8OEY,0.10877909737817655
ZHHFH7H9,0.8609326851060988
BO2822VM,0.1566592391755076
NQZUPVUA,0.037089954726377605
MUT2PZ7T,0.3652079884129237
2MFKPCPS,0.8479914145702641
4RLVOVMJ,0.6167761045087102
JISGN7XF,0.05312669650409678
NNOFHDAC,0.05205102762992404
ODE23CPW,0.021868745753417178
ZNTYNFME,0.24471917306485536
NQM48VKU,0.1181373316079738
DGVBCYY7,0.05265158015125072
9F38NUKC,0.16654084156875518
3Z7KCIZS,0.04398864840226614
ERAX3STD,0.04942176015443222
N9TCDYYG,0.04524620889842034
R4UMWUZK,0.07896715373030741
CPERTJBJ,0.09793829443907685
4XK5BMA9,0.045184056868627934
2PKDM5B2,0.047835972345281606
SW5GTHZN,0.39161668538925587
ATJAEQCJ,0.07410868813843366
NHNXBSFY,0.17045754292486315
NRGYTYZJ,0.0406859010216428
UZNABWAT,0.05653077537407088
CVP3VZN5,0.05379148688214009
JEAYZXKC,0.051250178719703866
87LFEVTZ,0.3347407330741921
N7ZEJ2CQ,0.05571558496164396
AQT3ADAP,0.05979754037535685
WC8ROKF8,0.05391281234735357
D9HWEXEV,0.07495366152103503
MMHWGZCN,0.05674486616476529
YKCAQFHU,0.24351567221601958
NDPFBA9X,0.3687478303829004
3T6C7AEA,0.1872229343585235
GZWB38J9,0.0345311939380752
OFTXYNYQ,0.05515825191233675
QYZQIXBJ,0.47748351472399925
N7PJT5HO,0.05519208158161541
JP2PNX9X,0.17668640626058255
N3FUZDIH,0.053060396601020174
UXKAVBLS,0.022659470738687848
G24JWDKS,0.04355541522455713
HQOKKQVX,0.16092496628661204
HTXFVZZG,0.05870061054200487
3TJKVA4J,0.05112409799755819
CRGS7FPX,0.05117561902620046
BTRJTMR3,0.1181297581592829
ERLPQML7,0.023148878248186695
9FDFXYAW,0.4996978720275861
MEEKFDZZ,0.053979879974522735
ZGY8ETLW,0.23466381499701652
AXVUJHT9,0.041334502392516126
35ILRW7D,0.44695506236901505
DR2U5JQX,0.06692515561276874
WHZ7CEY6,0.25680412874885306
UCPMS2KF,0.05431977903816408
HB6MJHDN,0.25435116581981376
7NWFPJ2X,0.10561429151098643
4QXD6K4K,0.1839895160781793
D6H3RTAZ,0.11199857455728046
L67WSXUY,0.08448216667349095
IXHVY78L,0.07721509045606434
H6KE88O6,0.3473308590775467
EAPKN7G8,0.989945623457297
GQXJSFJE,0.15578426296226794
BVHSRABV,0.06414773069235563
DUY76GFX,0.1257831388960315
O7H9KPSD,0.4072219908615125
6EDBA5AN,0.08781055007618531
V24CAXFM,0.06385900464998785
SERPSAWP,0.027943101345980135
H47QYY5K,0.06255112157684259
5TYQNFPE,0.3926809720794249
HGDB7KMR,0.45853386296740967
DWH8Q2S3,0.1907164314519129
USNBQZAK,0.049955717676246514
I89VR4AB,0.07436556295841086
ATZVVXWJ,0.5042769427635684
HOKP6ZTS,0.07692833729278656
ZDKT2SSW,0.045466276881801604
DK5HJYQE,0.05359238260223227
ABKW7FGW,0.14558249399853318
BCSW3W7T,0.05209036971300597
6T4VNEWD,0.5013243254109991
XBALBNYB,0.33716252765760746
NWMJR3W5,0.052861287802656025
Q5BJ4ULE,0.05702305462153337
DOFSPEWD,0.8176861842124035
ANX8FUBJ,0.05568664379581957
KPR67SVO,0.025475739306299414
44EV7IJE,0.04811763869939072
VZEK4IOK,0.4880230884928986
CZMKWRQN,0.05429034452318575
VGQUQLXT,0.17729368191767322
MS6GASNJ,0.03129755313577071
4ENG9TKV,0.8317184056622148
UHRRWLGR,0.05583781841763223
APFSHZYP,0.05267993736077796
M7MURWXC,0.47332182392424216
3EOATQBT,0.06078523533640483
MDZG7EZX,0.05444591430770038
QZ6LSSTB,0.06381691558291086
Y7EEZYYS,0.9025956893351772
RYKLU6HL,0.055167690577482414
CWQ8OAQ8,0.057431598336333906
WSFUNE28,0.837588114745044
9PFQKPRB,0.05037340398142779
MCLXWKBC,0.04956957742525613
NWDXDZEN,0.31968584700290686
EBLDBRDR,0.17527753665583284
CJRW5JYT,0.27092738133929906
CMMKRNUZ,0.1489694982202384
EATPTPY3,0.04975062160918077
J5AGUF6Q,0.07117257617713524
8WYO2BBG,0.3238250606095102
9EPXIMZB,0.04573745355938474
UZERUG9W,0.07104309949944634
QEQ79QUC,0.06546031323393053
ZNHVE7QZ,0.1100466164117935
PU3J43GY,0.8484801646601273
HWDBXAUK,0.050627914190449715
W74BHIAD,0.08295798225458893
MGLDAPOA,0.05494576503945384
BYFCPDX5,0.09828451795194156
S2QDUDEJ,0.9849110820406624
HBYRWBWL,0.022478693158602774
8CIAWHWZ,0.8602269627866624
ZFYFFXT5,0.10773903750029554
UGIADHRB,0.23978975069567643
JDDGRBSU,0.24072494733114075
NBS2LTYW,0.32604984027757444
DBKM3FRW,0.09517278313780715
GLBHRXKB,0.05147222061683018
9WDPTNCN,0.022436589173305575
NVVVFQ9U,0.8711242344358165
6AT635HW,0.10059877825292107
HPHDI6NN,0.0493641681593894
CPNAGJ95,0.05030755835632622
FY6AFNCK,0.9833203928469877
KWQAVZOE,0.87097040871423
HGBDE3LM,0.46591354293360066
SYKEB6EV,0.05339282875295459
9BROJWWS,0.45554841967066084
CG8DGVAV,0.22398617513725083
H7MT8CNK,0.06604554079284995
GJVVWNKN,0.8249778365821195
FXWTMJDG,0.10175996789887964
OSNGFACM,0.0771421150406157
PBFT55CF,0.9719384562734996
4P8GFHSL,0.03691787943258658
9ZZ4F4XF,0.473121218659565
CN4YERMU,0.8363698220139203
8TUDLTWK,0.15139765762410107
USFZPY7Z,0.0265420360033445
VBJXREA8,0.03378563885196003
9LBNXHQ2,0.1337699314350128
PY6HCDWF,0.05402153770174306
9VJMJR6X,0.06288655515990574
4GAEJIQO,0.040371840944823774
F34SD6YQ,0.06226171352532201
HZ3BZVH6,0.15833119455114475
9WVBAWEY,0.24968554395224046
BPNYRSEH,0.05844611599556876
7OGHEHO3,0.18081242571770606
LRJZMHFT,0.05342063570019625
PCHQW72T,0.4449581918976909
BFJQGRFT,0.3962524812188861
UVJ6UYBF,0.08198864558960908
LRVO7MCH,0.19457546816172086
EAOF4EYO,0.8143093075220234
5HPCBEQQ,0.836801591924672
8FJBKABE,0.05641470685114133
27J5UDAU,0.038628840829231625
4MAT9RSM,0.8836744304999646
SBDGZSY9,0.8642343437304373
HPYN9M2Z,0.05881852567289171
G7D2BESM,0.809936053873533
TWN7YQPN,0.05741052139338657
BJRGMNFZ,0.2040926871967586
9HFPJV3S,0.07103726525306
6WKJAUAG,0.048648701589680016
BZUANVCU,0.14430824156894417
NYWLDSFZ,0.8453970486040893
LTW8JGAZ,0.05610634520700592
IMDQJUTW,0.05385668556837254
AVHZRCH8,0.24266031995772452
LTSDWAVT,0.05539977966694031
9WVKLADB,0.5002970947139105
GXDSQJS2,0.03712197103034686
4IHXKUNA,0.37624301926621406
BTYDUQPC,0.06113820743620424
BKCNFM72,0.11219920129408635
UMVSSZ9N,0.07787937344091085
N2STVKOI,0.05448266522085911
ZZJQB3EY,0.5338416639051768
FZJK9GH7,0.07389903819634758
NTIWWNVB,0.059389421560093233
NBCRWUBE,0.19022259529004415
UBPYOBYG,0.08908147766194877
K8RKMGVW,0.6366065465087911
HFTH3NC2,0.044676912218659964
759LCPDE,0.1837029021261943
DYKME2AY,0.8408298159823899
VZHURNZD,0.020908018730097018
EAJJBYHU,0.35174261917989613
T97TKZNT,0.5125193792832134
IXOEQ2YD,0.9058159182154699
BWKXTBCF,0.054119737992922336
DNKPRVB3,0.26740522212352413
JQCF2PXG,0.05343093408227063
GIABLCP4,0.05532182510104687
FDIC7S35,0.6075704238742506
5RTNFJEV,0.026002342124034013
OBZ4CU77,0.057361027018570425
XMVX6WEB,0.1469453773064511
MHARJGPA,0.05816753360694246
2QI5GPDU,0.4946434087099942
AE2NBAJ3,0.019567305303205954
MDLANJZG,0.018234824460009638
7TAP99MA,0.22550500541010163
A6AMKR2Z,0.2598838990478173
DX69CFXV,0.07228432273387664
HKCKEKV4,0.1693452029019459
CBNWXPJJ,0.3095259120117215
Z3SJXFCA,0.08975586376072214
RHTCABWR,0.9115255610904485
ILGMVREG,0.24766928095284554
BZK32SSP,0.056360906704684716
25RR4UGE,0.05459769314809874
9ZQFVNWY,0.09051168290815134
FFSTFCAA,0.08678203193380633
MBEDAX9Z,0.08554118308053217
IYERPTUY,0.10005670422732832
SBNMNBJE,0.022073348020712497
CPWDDHBP,0.43202472835846023
EN5EXSVB,0.04129296990286608
EFT7687S,0.07842779640718114
DUPIVFIW,0.05549533929850656
HTVBHNFH,0.05312434491157427
GFTV6AXH,0.0539525440341426
NTNK2ZYN,0.04724758075594916
NZ2MDLPM,0.18542182294850806
UU4ECFQ5,0.8921164658983749
FFWGNGVJ,0.05403292821553333
JDQIBLRI,0.058065447820925264
ZAWUVVWA,0.050433824324771975
FC24V4XD,0.18873283042230776
EKTZZYA2,0.08719784438614178
RVRMHDD8,0.04855789173249035
3RASGR5Y,0.18120449789710785
QRBESHHG,0.051073300852074205
MXYLFHSV,0.0804163172054969
TY85POPR,0.07383584493941417
BHXO9INE,0.05182293458729924
S2RKLYZH,0.4238665850626327
98GUQS9R,0.46722453162917016
6VD8FK4Y,0.05350652015876572
FMUHBZHQ,0.056378432491215436
IHQY3US8,0.836785919315154
VDSNW6DR,0.10212376268576773
JF8E8TCY,0.17084224408683113
EKVBDN5B,0.15147042523938006
LJOYHFHT,0.038925178312692196
8WBDXKKG,0.45114983167209055
LNAASJ6O,0.059044712216234745
HGTW39J8,0.07679130215071786
AMYH3YSJ,0.1075540719086118
QZRPEWE6,0.05770173647230106
9RBSJHBJ,0.3312996417769033
EFZ3ADG9,0.05169567305768339
CMQX6K9J,0.18594726420293273
DBVXEJCR,0.05482408917301852
PLYKWBFR,0.04618028942738738
7QNURUDE,0.0614781502645432
M8TD2YPV,0.2507106118583356
JVJZVKUJ,0.839956630702047
XVUVCSM8,0.510117162931523
C9CMNJEH,0.18342966704408697
IQLV6HTY,0.08616321024583391
ELG7YZUM,0.053718802537295156
PU9KWVOH,0.5676162210982323
HAYJGRRV,0.052894167496545866
KBKUHSLA,0.08825063955872989
USL6KBDY,0.044108019752503655
ZGLCSKTI,0.06134893462895605
9JQWNRGA,0.10975323456083816
EBVUVT88,0.05982989703987658
9ZU5GNSK,0.16874058479513876
EC7NIRSV,0.06413397342159868
JJ23TDTX,0.07520867790572815
IZWY5RYD,0.10135317512822842
TSYCNH93,0.05416071047164381
QSY6Q77W,0.18501028085900165
TOBSGQ3J,0.2498876315230995
FKGE6YRE,0.43713729164115545
MGAYPPJE,0.05137813787135097
IJRFUH6V,0.1707346698155496
KX9Y3LCV,0.05125497729849022
2ZDDJYHE,0.843970115536928
NBMLMYQE,0.06047621977376807
E8XWCECR,0.17498142354033205
5FP4HKBU,0.11596626248175843
FUKFFD3F,0.26798920854259134
8BDSMQUY,0.0407955659948162
39T7KUFC,0.0566227824409048
HZSPWI2U,0.5048544957883176
LEJJKOWC,0.05384811216753695
DR5F2HVS,0.862146902455872
BJA5TRWJ,0.3638899268782102
NCVH9WFE,0.1185565921529855
ME3XYUC5,0.811941726584492
VLCHSDHG,0.05581651682214095
59CV3HQQ,0.1608568418445358
JTAEBBQM,0.041869470847479245
OBHDYLE2,0.2123687385445085
EUEGA65T,0.053379208555701434
MO9XWHWE,0.12786076572552005
K3JSVGHE,0.054148414336712906
JFHAQZQM,0.05610747799328464
22IQJE4I,0.8406924222676053
F57YH86H,0.07421398433190321
BPNYWIPI,0.0566559141622182
FJB78783,0.0794842022230074
DIVE6ZUL,0.0789787249627209
YACVPC9M,0.22123511970855952
A3FM9UVE,0.055992294300228056
9NE6ZC2Q,0.08656970031139628
4NHTDBJN,0.08180427156700035
3FH863BT,0.021471494728044754
3UBBVIGN,0.38593752816203947
NNP9TLV2,0.39814889364379524
SA7VUUTE,0.04011132504294107
ROG7ONJG,0.4726586860604475
ICEBXJHF,0.09512280605000406
HFTYHFAZ,0.06157568113550744
EC5IQBEK,0.0681310545341676
VQPXGNJV,0.03859669315870544
BNE8WOYV,0.8543121737931263
MKEXSYJN,0.05719451073110375
B2MY2KQE,0.14331590428762697
GZVND3WE,0.3928193232437234
JZ8ASRBZ,0.9883542972074095
UMQWVVHH,0.8438917202547777
MDGISGP7,0.04025785895962643
JMVHKVGP,0.052418350614716704
G5GPWASE,0.4915139703570298
A9H3PMBD,0.050936244966886965
DKEMLQCU,0.8167181669432042
VVPNRFRF,0.8906079448984191
AVIBMJNL,0.2052202882527725
3FNEIWTQ,0.05270438259140625
WMQIVFIH,0.09241222156418216
GUSEEXX5,0.2857310302885539
HZBZ7QMH,0.05275624862959149
KMTZWEXS,0.030199174545804716
62AXBXBL,0.09279148735354303
FW6GESXM,0.039635061498793867
A67RATVB,0.04986609635137073
HUWJHKEG,0.0535420454670036
KCHF33KH,0.22078688200941757
CJUKTB4B,0.08232342269098376
FA8NWHGK,0.07193427149539364
6UZE4NSH,0.828309172701373
4UUZBMXW,0.16537332588515155
QMRXRYDB,0.03651777685937135
M3A5BVAC,0.9525039014004553
II63YKTB,0.08312131773079738
4OYB27TY,0.2693828713324078
IEN9X6H8,0.10463595928817875
U9VVATUM,0.2087761491761646
SFOYCMRR,0.5329191575723766
O7WYJHA5,0.2920986919880361
STEKRYHT,0.020609073314470143
QSX9J6OF,0.2882769355788494
EVT46GYN,0.036425275144100724
IQHUPR8Z,0.0792412373864246
98WUTF8M,0.02263925141020788
5JUSHPUM,0.05525253931495645
9FMK8FZU,0.053622358465517425
WPWW4JUN,0.5864632375154349
8QUXAAHS,0.10054105337999002
EU8RGIP7,0.062020489664769515
BFT7ZJQO,0.05583764200639243
4EQAO8W3,0.860336556564328
F3RWQSVQ,0.1972684707532547
FUA3S84W,0.053927132952067254
G9WITTNH,0.05726300297250915
TE4CM6N8,0.9913031246264895
L93TY7Q6,0.026895040180292797
MK46HOFS,0.2310878478996868
NSUSAJ7C,0.03094521538202838
ZQXJP6PH,0.10361757793030141
YX6PNVKN,0.054712818371753125
7V7IJDSU,0.26885140243036876
BSDHE7F2,0.34462150693947047
DV5EXZEZ,0.7795851568319756
VDKS85PW,0.41402754676322717
4W48SFHV,0.49676878364094246
ANGVCUXZ,0.052569277740452225
IOST7D8C,0.5892659268383345
HAQAECZX,0.03133898732988817
GAB49KQU,0.8373127802312672
GEBCXWCU,0.09136080486558794
JPT2DAGQ,0.5102257615738064
RXYEGKFP,0.5670540164369253
4R6HCRNW,0.05711445359745558
MWRTSE9B,0.060259617475300876
JAC7FJCA,0.3961577874511693
5DCT43QX,0.026640796111672076
GFZMAKDD,0.05445459203168464
8WVWSZNF,0.06320946300644732
